denominationUniteLegale,siren,trancheEffectifsUniteLegale
PERFHOME,519021398,22
EIFFAGE GLOBAL SERVICES,519021992,32
GSF ATHENA,519022586,41
GROUPE OPTIM,519024145,21
TRIMET FRANCE,519029573,41
ARIANEGROUP SAS,519032247,51
C6,519037147,22
SOCIETE D EXPLOITATION DES AEROPORTS DE RENNES ET DINARD (SEARD),519041354,22
SOCIETE INDUSTRIELLE D'ELECTRO MECANIQUE EN ABREGE SIEM,519050330,21
VNEXT,519055594,21
TRANSPORT LOGISTIQUE LEMESLE,519055826,21
LINKEDIN FRANCE SAS,519059281,22
DCX CHROME,519059562,21
CIRCOR INDUSTRIA,519062962,22
TELLIS TELEPHONE LIMOUSIN SERVICES,519067540,32
AAA DATA,519071575,21
DOMITYS SUD-OUEST,519083406,32
CASTRES EQUIPEMENT,519085971,22
TEAM DIFFUSION,519087175,21
PERRENOT FOURCHET,519089858,21
TRATEL,519091789,41
AVAD,519093850,21
NET PLANETE,519093967,21
DISPRO,519099345,21
SERVIZEN,519107130,21
ESSENTRA COMPONENTS,519107981,21
D2L GROUP,519113054,21
ZEN EAT,519113542,21
ERMEWA INTERSERVICES,519114169,21
LISI MEDICAL ORTHOPEADICS,519116230,32
BOLLORE AFRICA LOGISTICS,519127559,31
MARSEILLE LONGCHAMP,519131429,21
GIE MOUSSET SERVICES,519147037,21
DOMUSVI,519158794,32
CVSI-EA,519166847,21
KHEA CONCEPT,519167209,21
ATOUT BRILLE CARROS,519196034,21
BOULANGER CUSTOMER CARE,519197503,32
ART PARTENAIRE,519219406,21
SERIS ANTIGONE SERVICES FRANCE,519231450,21
02 PARIS 12,519248322,21
WOLFSBURG 67,519252530,22
SENERVAL,519253355,21
ADIENT INTERIORS FRANCE,519291447,22
SOPRA HR SOFTWARE,519319651,41
BOTIFY,519350813,21
SMDC LOGISTIQUE,519351399,32
EVALIANCE,519351647,22
SEM - IDF,519373682,21
BISMELEC GENERALE,519397335,21
KAMELIA,519398119,32
WESFORD CLERMONT FERRAND,519412118,21
BOLZE & MOOGY,519441190,21
SCIC SA A CONSEIL D'ADMINISTRATION VERTEX,519457386,21
EG.D,519459309,22
UP SELL MULTI,519479646,21
TEEC,519481089,21
ABYLSEN GAMMA,519502462,31
PLASTIC OMNIUM AUTO INERGY FRANCE,519512453,31
PLASTIC OMNIUM AUTO INERGY SERVICES,519512495,41
CARREFOUR DRIVE,519514574,21
REPARTIM,519531834,32
GROUPE LENVAL SERVICES,519548051,21
WHITE NET,519549257,21
HAUT ET COURT,519551840,22
DIRECT SUD,519552533,22
PRETTY SIMPLE,519554299,21
M.E.S - NORD,519559876,21
SARL BSB TRANSPORT BEN SAID BECHIR TRANSPORT,519560437,21
COOPERATIVE D'APPROVISIONNEMENTS BIOLOGIQUES,519570543,22
ARKADIA INGENIERIE,519582928,22
CHALONDIS,519585137,31
ESSENTIEL SERVICES A LA PERSONNE,519600373,22
ASSISTANCES ET SERVICES A DOMICILE POUR TOUS,519623979,22
STRATEGIE RH,519624183,21
ETABLISSEMENTS MERCIER,519629208,22
PAS DE MENC,519631675,21
GROUPE SEBBIN,519665467,22
ROUGER PRODUCTION,519677116,21
LOGISTIQUE VAL DE SEINE OPERATIONS,519686000,22
IADVIZE,519698914,22
FRAENKISCHE FRANCE,519703870,21
ALPAZUR SERVICES,519722573,21
GROUPON FRANCE,519737357,22
SOCULTUR,519780795,51
VACANCEOLE,519796429,21
SECURE-IC SAS,519818207,21
BIOLOGISTIC,519847032,21
RATP SMART SYSTEMS,519874598,22
AZURIAL,519881791,42
SOCOBAT,519902043,21
LOGICIA,519923312,21
BERNARD AGRICULTURE,519924708,22
SOCODAG II,519937908,31
INSITOO PORTAGE,519938815,21
CISBIO BIOASSAYS,519954986,22
M ET BATIMENT,519978829,21
AML SYSTEMS,519998405,32
FIDELIA CORP,519999155,22
SODIMAGG,520044314,21
KEOLIS MOBILITE ROISSY,520045006,22
AVIAPARTNER MERIGNAC,520077660,22
BUSINESS & DECISION CORPORATE SERVICES,520079252,42
SARL PROGAGNE,520098724,21
SAINTGENESTIS,520100595,21
CASTEL SERVICES,520101205,21
GESTION INTERACTIVE DES METIERS DE L'AVION ET DES PASSAGERS,520105743,21
ANIM'OUEST,520160730,21
FRENCH BEE,520168030,32
VIGUIER,520193947,22
ORATECH INNOVATION,520211913,22
KONTRON TRANSPORTATION FRANCE SAS,520214511,22
EK - IVRY,520220492,21
ATALIAN PROPRETE NORD NORMANDIE,520239716,51
ATALIAN PROPRETE OUEST,520256306,51
NATURA' PRO COOPERATIVE,520268764,22
ATALIAN PROPRETE EST,520283110,51
PRET A PARTIR STIA,520285834,21
TRENITALIA FRANCE,520287004,22
MAISON DE SANTE DE ROCHEBRUNE,520293382,22
APPLIDIUM PAR FABERNOVEL,520314220,21
SEMA E,520317827,22
HORIZONTAL SOFTWARE,520319245,21
SODIDOUAI,520323668,31
RECYCLEA,520335860,21
TRANSARC VAL DE LOIRE,520338583,21
MYMIKA,520339631,21
AIDE DE PROXIMITE  ET ACCOMPAGNEMENT AU QUOTIDIEN,520339797,21
KORIAN VILLA D'ALBON,520353301,21
JEAN LUC CHARISSOU,520369976,21
CHI-FOU-MI PRODUCTIONS,520372178,21
YUZER,520399783,21
VISEO CUSTOMER SUCCESS,520408386,21
SOCIETE DES TRANSPORTS URBAINS DE BOURGES,520421157,31
SARL ORSO SECURITE PRIVEE,520425000,21
SOCIETE NOUVELLE MOURENX DISTRIBUTION,520425810,22
AZEO,520435827,31
LA FABRIQUE DU SUR MESURE,520442799,22
ATALIAN PROPRETE SUD OUEST,520451907,51
ALFI-FIMEC,520461989,21
WILL DISTRIBUTION,520465576,21
IMAKUMO,520476946,22
TRANSDEV ARLES,520496373,21
TLTI INFORMATIQUE,520502618,21
DOUE PORTAGE EXPRESS,520503095,21
NEOPAX,520521980,21
FASTROAD IDF,520540501,21
PROPEO,520550328,21
LUXURY CLEANING SERVICES,520563149,41
BOGGI FRANCE,520566860,21
S.N. TECHNIQUES ET AUTOMATISMES DE MANUTENTION - TECAUMA,520603051,21
ADOM AURILLAC,520613555,21
CARTES & SERVICES,520626136,22
M D TRANSPORTS,520631680,22
DELANTE PRODUCTIONS,520655424,22
LE CHATEAU DE LA MALLE,520664228,21
BONN DRIVE,520664475,21
CENTRAUTODIS,520689589,21
ARIADNEXT,520769225,21
CENTRE DE CANCEROLOGUE DU GRAND MONTPELLIER,520785767,21
JELLYFISH FRANCE,520806183,21
ALFI-ADLER,520808932,21
CREACARD,520833302,21
ALP'AGE AUTONOMIE,520840331,21
CRITEO FRANCE,520843780,22
ENERGY BANKERS A PARIS,520861899,21
PORTAGE SALARIAL AIN ET 2 SAVOIE,520884628,21
TUNZINI NUCLEAIRE,520895483,22
EXPRESS SERVICES,520903436,21
MONSIEUR SERVICES,520911892,21
FGO,520914524,22
SOCIETE NOUVELLE DE L'HOTEL MONT BLANC,520940271,21
CONSORTIA,520942699,22
FREE DOM'ISERE,520984717,21
WISE PARTNERS,520988023,21
CLICHY VICTOR HUGO,521016469,21
SYSTEMX,521029686,21
SNC LTT,521029785,21
NEXT DECISION,521053173,22
GROUPE SEQUENCES,521092064,21
SNC MANAGEMENT HOTELS,521096537,22
ALTAVIA DISKO,521097774,21
AGENCE PLURI'ELLES,521108738,22
SYMBIO,521148890,22
BONNEUIL EXPLOITATION,521165654,32
ABK'ART SECURITE,521186437,21
SODIOS EXPLOITATION,521251082,32
LUXOR LIGHTING,521288365,22
PACT,521294363,21
IDEOLYS,521295162,21
JUSAVETI,521303917,21
TBR TRANSPORTS ET FRET,521317925,21
CREDIT AGRICOLE TECHNOLOGIES ET SERVICES,521320408,42
AUTOCARS VAILLS ASPERI,521356220,21
GIGAMARKET,521403493,21
KE FRANCE,521406355,21
LES AUTOCARS DU CAMBRESIS,521406587,22
BRASSERIE DES HARAS,521413526,21
IVRY PARIS XIII,521427625,22
MARSA SECURITE PRIVEE,521427682,21
ANSTEL,521433078,22
ODEOLIS,521436220,22
TRANSDEV GROUP,521477851,32
EMI GENIE CLIMATIQUE,521479824,21
MARLETTE,521502955,21
LES JUS DE MARMANDE,521507137,21
AZ ELEC,521512970,21
ANIMEO,521515122,21
CAPZEN,521527218,21
OXYVIE PARIS NORD,521538926,21
RD CORP,521616524,21
SAS TRANSPORTS BARCOS,521619924,31
TALENCE GESTION,521659060,21
BEREXIA,521684183,21
ENGAGE,521686857,21
LBC FRANCE,521724336,32
ORTHOPEDIA,521762021,21
ASSAUT PROPRETE SERVICES,521785865,22
FIBRE EXCELLENCE SAS,521794610,21
KIKO FRANCE,521795237,42
MARIE-EUGENIE,521797258,21
MOBI-FRANCE,521817494,21
AJINOMOTO FROZEN FOODS FRANCE,521823484,32
EVERTZ FRANCE SUD,521845610,21
NICKEL,521862862,32
ARICI,521890863,21
HAVAS EVENTS,521902882,21
FONCIERE MAGELLAN,521913772,21
INFINITE SQUARE,521915637,21
ESOPP,521924993,21
CENTRE MEDICAL CHIRURGICAL OBSTETRICAL COTE D'OPALE,521971051,32
CHANTIER NAVAL DE MARSEILLE,521974493,22
SOFTWAREONE FRANCE SAS,521976993,21
TOUT POUR LES P'TITS BOUTS,521980607,21
HAGUE ENERGIE,521983783,22
YELE,522010297,21
VALMY,522014059,21
PREMIUM ENERGY,522019322,21
INGETEAM,522082528,21
MAXAM TAN SAS,522086651,21
DS SMITH PAPER KAYSERSBERG,522130228,22
KELLYDELI,522147271,21
ADAMING CONSEIL,522192699,32
LE MONDE APRES,522193507,32
S&P GLOBAL FRANCE SAS,522212133,21
TUV SUD FRANCE,522226356,21
NEEDD,522249796,21
TINYCLUES,522265602,21
EMISYS,522279959,21
VAP LA DEFENSE,522301357,21
ACTILITY,522305473,21
NOV'ACHEV,522305523,21
GROUPE VOLTAIRE,522314145,21
ALTIDOM SERVICES,522335330,21
G-STAR RETAIL FRANCE SAS,522381847,21
JBTP,522391507,21
BREST ABERS SERVICES,522397009,21
LES TRANSPORTEURS DU PIEMONT OLORONAIS,522397355,21
SYNERCIEL SAS,522466572,21
BEAURAINS RESTAURATION,522477934,21
KEYRUS MANAGEMENT,522493196,21
VAL SOLUTIONS,522501923,22
CHALET DE PIERRES,522506583,21
LINXO GROUP,522515667,21
SOCIETE DES BRASSERIES DE LA MARE,522524362,21
MAMA MARSEILLE,522565050,21
S.A.S. NEOPARTS,522590082,22
SEFAM,522603315,21
DBT-CEV,522613041,21
ISORG,522620285,21
STECO,522625979,22
EHPAD CEYRAT,522626258,21
AGISCOM SERVICES,522636265,21
HANDYJOB,522664861,21
EFFERVESCENCE LABEL,522667617,21
SIDEV,522677137,21
SAINT GILLES SUD,522687896,31
GIRARD AGEDISS,522693209,32
CIMAGOEL,522698166,21
SHI INTERNATIONAL SAS,522742972,21
SOCIETE NOUVELLE SOGEPIERRE SAS,522743285,21
SAS JUVENAL-MOZART,522805423,21
WE ARE SOCIAL,522815505,22
GETAROUND,522816651,22
EDUSERVICES,522823681,21
LES ETABLISSEMENTS GIFFARD,522847722,21
COUDYS,522887959,21
MERCATOR OCEAN,522911577,21
GIEN DIS,522914886,22
SEQUOIASOFT,522921634,31
EUROCAST LYON,522931500,22
WEC MATS BETON SAS,522936053,21
SYNETIS,522945153,22
ZAMENHOF EXPLOITATION,522971928,21
TRISTONE FLOWTECH FRANCE,522985191,21
TERMINAL DU GRAND OUEST - TGO,523011393,21
GROUPE KOLMI-HOPEN,523019354,21
SILAEXPERT,523020287,21
SOLUTIA MONTLUCON,523022705,21
KIDS'HOME 92,523041705,21
LE TESCOU,523060325,21
MICHAEL KORS (FRANCE),523106722,32
FONROCHE ENERGIES RENOUVELABLES,523116069,21
NATEXPROD,523145183,21
SCOPAD,523147445,32
MALVAUX MANUFACTURES,523154763,21
SAS VDM,523164424,22
SCHMIT TP,523165074,21
ALIXIO,523166304,21
Z-COW,523167856,21
CHIPOTLE MEXICAN GRILL FRANCE SAS,523167914,22
COSMO TECH,523175644,21
LOGISTRI MEDITERRANEE,523186989,22
FAYAT IT,523204212,22
GRAPH 2000,523216836,21
MA SANTE FACILE,523227080,22
PROCESSIA SOLUTIONS,523228500,21
SIMONNEAU AUTOMOBILES,523229268,21
EPSILON GLOBAL TRANSPORTS,523236958,21
S.S.P. SURVEILLANCE SECURITE PRIVEE,523244606,21
HEXATEL,523252765,32
ETOILE RESTAURATION,523255420,21
DACTYL BURO OFFICE,523273944,32
LDGF,523308971,32
TGW FRANCE SAS,523316230,21
OSAC (ORGANISME POUR LA SECURITE DE L'AVIATION CIVILE),523329837,22
VOLAILLES ELIE FRESLON,523330397,21
HYDROFLUID TECHNOLOGIES,523335305,22
NEXA PAU PYRENEES,523336865,21
VAPOI,523348910,21
SAGADIS,523354009,32
TERRES LOINTAINES,523366078,21
KINOUGARDE,523371052,42
AP YACHT CONCEPTION,523371391,22
IN EXTENSO AQUITAINE,523384030,21
PARKER HANNIFIN MANUFACTURING FRANCE,523394724,42
MBDB,523395705,21
STELOG,523395853,21
SCHREIBER-RELIUS,523398832,21
SOLUTIA LILLE,523419992,21
SANITATION INDUSTRIELLE ET HYGIENE DES LOCAUX,523432730,32
LA FOURCADE,523449601,21
CMI PROMOTION,523471506,21
CORIOLIS COMPOSITES,523482388,22
NOYON ET THIEBAULT,523484327,21
DIENDY,523493658,21
GIE INTERNATIONAL HOTEL MANAGEMENT,523510964,21
CLINIQUE DU PARISIS,523559904,21
SAVEURS ET TRADITIONS DU BOCAGE,523573269,21
DEFINOX SAS,523585891,22
FLORENCE DORE CORPORATE,523586949,22
HUB INSTITUTE,523594752,21
LECLERCQ ASSOCIES,523616480,21
341SMCP,523624229,21
CAMILLE,523644797,21
A.I.A.,523662807,21
ALPHA FINANCIAL MARKETS CONSULTING,523666063,22
SARL BRAVO SECURITE PRIVEE,523695823,21
CRECHE ATTITUDE KIDS,523700490,21
GROUPE TGS FRANCE,523742468,21
PROVERT,523757672,22
SFEIR-EST,523772861,22
YVONNE,523776045,21
SARL LES DAUPHINETTES,523777340,22
IMAGERIE MEDICALE DE L'ADULTE ET DE L'ENFANT,523780831,21
VERPILLIERE DISTRIBUTION,523808160,22
FOURMIL' SERVICES,523816627,21
DG HOLIDAYS,523822112,22
ADIX,523823367,21
ENVOI-OPS,523835684,21
ETALMOBIL,523838183,21
THOM GROUP,523840395,32
SAS CAP SUD,523846905,22
SEVOLDIS,523853265,21
TISEA,523858983,21
D.B.ALLINGES,523880938,21
D.B. OYONNAX,523881001,21
BLEU LIBELLULE FRANCE,523885622,21
GTIE INDUSTRIE,523889236,21
A.S.D. AIDE ET SERVICE A DOMICILE,523911329,21
COPROTEC,523911899,21
DWARF ANIMATION STUDIO,523926467,21
GIE DE MOYENS EN IMAGERIE MEDICALE DU VERSANT NORD EST,523940294,22
AIRBUS DS SLC,523940971,32
AIRBUS CYBERSECURITY SAS,523941037,32
ZENITY,523943686,21
UNION SPORTIVE CARCASSONNAISE,523954832,21
CAROLE SAP,523962538,21
WISEKEY SEMICONDUCTORS,523966182,21
MAROQUINERIE DES ORGUES,523967198,32
INTERCRUISES SHORESIDE & PORT SERVICES,523970838,21
ATLANTIC RECYCL AUTO,523974756,21
SATISFACTION - THE TELEVISION AGENCY,523988095,22
FDY RESTO,523999951,21
LA TRESSE DOREE,524016037,21
ALPOL SECURITE PRIVEE,524023330,21
C.CLAIR ET NETT,524041936,21
ATMI NOUVELLEMENT CREE,524044880,21
BANIJAY PRODUCTIONS,524052974,22
SAMI AQUITAINE,524078789,21
SYNECDOCHE,524078953,21
PHANIE LOGISTIQUE,524082559,21
GROUPEMENT INTERACTIF DU DEGIVRAGE ET DU DENEIGEMENT,524098829,31
EDEN CLEAN,524103223,21
BLACK DYNAMITE PRODUCTION,524109857,22
SOGELPI,524110988,21
CLINIQUE D'EPERNAY,524118981,21
PERRENOT AUVERGNE,524166626,21
SOCIETE DE TRANSPORT DE L'AGGLOMERATION CENTRE,524166717,31
CINQ DEGRES OUEST,524172608,21
BELVIDIS,524176229,22
DECKERS FRANCE SAS,524202249,21
PERRENOT AIX,524223096,21
AIDE ET BIEN ETRE,524228350,21
LABOFFICE,524232154,21
ALLIANCE VIE LONGJUMEAU,524232642,22
E.V.TRANS,524234564,21
CLINIQUE DE CHATILLON,524246998,21
EURACOM,524252228,21
MEDIA COURTAGE,524259975,21
LUXANT SECURITY GRAND SUD,524264306,22
QCA SERVICES,524283066,21
VIATYS MANAGEMENT SASU,524288487,21
CLINIQUE D ALENCON,524291937,21
OCEANE CONSULTING IS,524313699,21
VEOLIA EAU D'ILE DE FRANCE SNC,524334943,42
TESLA FRANCE,524335262,31
INSIGN,524347945,22
SAGLAM FRANCE,524349099,21
BEE ENGINEERING,524353117,41
ACTIF UNIVERSITE,524359965,21
HEBERT P.,524374170,22
EUROFINS NDSC IT SOLUTION FOOD FRANCE,524381324,21
LELIVRESCOLAIRE.FR EDITIONS,524383585,21
GROUPEMENT DE PREVENTION ET DES SURVEILLANCES SECURITE PRIVEE,524383767,21
IMS FRANCE,524450749,22
WIZBII,524455540,21
SOCIETE LOCALE D'EQUIPEMENT ET D'AMENAGEMENT DE L'AIRE METROPOLITAINE (AIX-MARSEILLE-PROVENCE),524460888,21
BROADPEAK,524473063,21
NEXWORLD,524473295,21
IZIPIZI,524478138,21
URBAN LOISIRS,524502911,21
PDG REALTY SAS,524521465,32
LE MANOIR H,524583077,21
SECURAIL,524590023,32
A2MICILE ROUEN,524656832,22
SIMPLY FRAIS,524670536,22
INTERGES.COM,524671120,22
ATLANTIQUE BATIMENT CLOISON,524673340,21
HANDI PRINT,524682887,22
TEL STORE,524698305,21
HANDI HOME,524700911,21
FUNECAP HOLDING,524716610,21
SOLUTIA CARCASSONNE,524717634,21
SOLANTIS,524719366,22
SUPER U - LANG,524730157,21
DAILY BURGER,524734209,21
CDL COLLECTIFS,524740834,21
THINKMARKET,524741980,21
BIO LITTORAL,524770294,22
VELCOREX SINCE 1828,524799822,21
ELRINGKLINGER MEILLOR SAS,524831344,31
ENERCON SERVICE FRANCE OUEST SARL,524832144,22
MAISON VILLEVERT,524935301,21
FORMIND,524935855,22
MATIS,524945300,21
GLOBAL MARKET SOLUTIONS,524953924,21
CONCESSIONS GARES FRANCE,524959236,42
BECTON DICKINSON EUROPE HOLDINGS,525009809,21
JVM AUTOMOBILES,525011052,21
CLEAN GRAND EST PRO,525025060,21
FIDAL,525031522,42
PODIUM NET IDF,525046678,21
PROPOLYS,525089371,41
SOPANO,525091807,21
COSTET DECORATION,525100665,21
WEBHELP COMPIEGNE,525105607,41
COGELUM IDF,525134169,21
CASINO DE LA SEYNE SUR MER,525160404,21
ETMCP,525170692,21
OSTRUM ASSET MANAGEMENT,525192753,32
LA NEGRESSE DISTRIBUTION,525210787,22
AVERMES DISTRIBUTION,525215745,32
ENTREPRISE ADAPTEE DES ATELIERS DU GRAIN D'OR,525216974,21
DOM ECHAFAUDAGES REALISATIONS,525223012,21
LA POSTE TELECOM,525254736,32
SAS LES JARDINS D'IROISE DE BELLEFONTAINE,525254801,21
EHPAD CHATEAU DU BOIS,525265450,21
REGICOM WEBFORMANCE,525312294,22
ADSERVIO,525318010,22
TRANSPORTS RABOUIN SAS,525327417,22
SPVIE,525355251,21
AVIAGEN FRANCE,525356028,22
TRANSALP RENOUVELLEMENT,525357380,21
MARIE SURGELES,525361465,41
ALTAPURA,525362141,21
U2R,525381604,21
TRANSPORT PARNASS SERVICES,525388740,22
ETABLISSEMENTS SALENTEY,525520524,21
COOP ATLANTIQUE,525580130,51
SOGEA SUD OUEST HYDRAULIQUE,525580197,32
CH.POZZI,525580288,21
PREVOTE GESTION SERVICE,525720405,21
SAVERGLASS,525721189,42
ETABLISSEMENTS ISIDORE,525880472,21
SOCIETE ANONYME D HABITATION A LOYER MODERE DU DEPARTEMENT DE L OISE,525920310,22
HUCHEZ TREUILS,526020482,21
SOCIETE ANONYME  D'ECONOMIE MIXTE IMMOBILIERE DE LA SAINTONGE,526080023,21
TRANSDEV OISE CABARO,526120191,32
ENTREPRISE ALM ALLAIN,526380118,22
DRAKA FILECA,526420294,22
TRANSPORTS ROGER RENAUD ET COMPAGNIE,526580071,22
SODIMAT,526620299,21
CLINIQUE RICHELIEU,526780093,21
SOC EAUX ASSAINISSEMENT OISE,526820055,21
OMNIUM REALISATION EMBALLAGE PLASTIQUE,526820428,22
CAUFFRIDIS,526820493,22
CORNILLEAU SAS,526920194,21
CLINIQUE DU PARC ST LAZARE,526920293,22
ETS LUCIEN,527220065,22
RDO SPRINGS,527220933,21
KEOLIS OISE,527220982,32
GREGOIRE,527250088,22
SAINTES-DISTRIBUTION-SADIS,527280218,32
LAUNET,527320238,21
COOPERATIVE D'ACTIVITE ET D'EMPLOI PETRA PATRIMONIA,527480941,21
CREDISTOR,527504500,22
PAPREC CHANTIERS,527512826,21
TAXIRAMA,527546261,21
A2MICILE REGION SUD,527561047,31
APAVE,527573141,22
OUTSCALE,527594493,22
FORGEX FRANCE,527615397,22
UNIWARE GLOBAL SERVICES,527627061,31
FAYAT CONSTRUCTION ACHATS INVESTISSEMENTS,527636211,21
AMI PARIS,527636609,21
MIT BATIMENT,527638993,21
BLAINVIDIS,527658355,31
LES CABINES,527690937,21
DUCALE,527736441,21
OFA,527737738,21
BIRDZ,527758726,22
SAS RESIDENCE BRUNOY,527761621,21
CELLFORCURE,527781850,21
MASA,527798607,21
LES ALYSES,527799811,21
ARTEFACTS,527840524,22
SAS RESIDENCE LE PLESSIS BOUCHARD,527843726,21
C&C NOTAIRES,527846398,21
ADDIXWARE,527847628,21
LIEBHERR-MINING EQUIPMENT COLMAR,527860555,41
BYRON GROUP,527862015,22
LOT AIDE A DOMICILE,527866198,41
SQUAD,527873400,41
EUROFINS NSC DEVELOPPEMENT FRANCE,527894281,21
MENARACS SERVICES,527896542,21
LA MAISON BLEUE - ILE-DE-FRANCE,527928485,22
LA DEMEURE DU MAUPAS,527928741,21
CIGMA DE LAVAL,527946131,21
ADEQUAT 074,527967004,21
IN EXTENSO NORD DE FRANCE,527975262,31
BALIBARIS,527995278,22
PERPIGNAN AVENIR AUTOMOBILE (PAA),528010820,22
SUPERPROD,528048820,21
AJEEL,528081557,21
GLOBE CLEANER,528103591,21
LOR-APAH,528115033,21
MANAGEMENT  METHODOLOGIE HYGIENE,528118375,21
AGIR A DOM. HOLDING,528127442,21
VERTICAL STATION,528147978,21
VILLA OCEANE,528150683,21
CD&B,528150774,22
PHARAON,528176316,21
ABATTOIRS BOUCHERS SERVICES EN ABREGE A.B.S.,528177413,21
B.Q.S.E. - BATIMENT QUALITE SERVICE ENVIRONNEMENT,528185853,21
RESIDENCE LA FILOSETTE,528191778,21
AEROPORT DE LA REUNION ROLAND GARROS,528194434,32
GROUPE FACILITY,528212525,21
AGIR A DOM ASSISTANCE,528214182,32
RIDIS,528216187,21
SOVEA SUD,528218894,21
TAXIBUS TTB,528220817,21
ANGORA PRODUCTION,528240047,21
CASTOR &  POLLUX,528248750,21
S E D N A FRANCE,528278005,22
DYNAREN,528293095,21
OTTEO,528295439,21
LES SERVICES D ALINE,528300312,22
WAITING FOR CINEMA,528321995,22
SCM LOCAL,528341837,32
DEVILLE AUTOMOTIVE SAFETY COMPONENTS SAS,528347297,32
KRONENBOURG SUPPLY COMPANY,528365125,41
AIDE A DOMICILE DE L'AISNE SUD,528385230,21
ERYS SECURITE,528441769,32
MAFLOW FRANCE AUTOMOTIVE,528448137,22
BMS CIRCUITS,528456619,31
BAIA,528461908,21
IRO,528471980,22
ALLIANCE AUTO INDUSTRIE,528473010,32
VEOLIA RECYCLAGE VALORISATION NORMANDIE,528510712,32
OTALIA,528512163,22
SGS AUTOMOTIVE SERVICES,528520083,22
DELPHARM HUNINGUE SAS,528533490,32
SODEX DESMARAIS,528537731,22
NOCEA LITTORAL PROPRETE ET SERVICES,528547011,21
FIMUREX BTP SUD,528551260,22
LPCR GROUPE,528570229,51
VIA BIO,528574809,22
SARL CENT FLOTS,528579444,21
FEDER UNION DE COOPERATIVES AGRICOLES,528583065,22
PAYS BASQUE ASSISTANCE,528605926,21
SEINE NORMANDIE MAINTENANCE SERVICE,528614936,22
NAVBLUE,528616584,22
AMPLOI,528618002,21
FLEXCITE 95,528626799,21
OMS SYNERGIE EST,528632912,22
OMS SYNERGIE SUD,528632987,32
LA VILLA D'AVRIL,528647159,21
CHAUSSON MATERIAUX,528648892,51
LES MAZES,528651623,32
LAVAGE INDUSTRIEL PLASTIQUES,528655202,21
TRAYVIS EURL,528669534,21
VILLA DU TERTRE,528677693,21
IMANY,528698004,32
S2IA,528702004,22
MAMA LYON,528702046,21
ORA AUTOMOBILES,528728645,21
SOCIETE WISSOUS LOGISTIQUE - SWL,528746167,21
IMMO DE FRANCE HAUTS DE FRANCE,528754997,21
LAURENATH,528766587,21
REMUZAT ET ASSOCIES,528780760,21
SOCIETE NOUVELLE BALLUTEAUD,528782121,22
STYLE & DESIGN GROUP,528782923,22
ALTER SERVICES,528810393,21
PRIMONIAL HOLDING,528812688,22
F DISTRIBUTION,528815376,41
INOVIE MEDILAB,528825631,22
D G S,528830995,21
SOCIETE NOUVELLE CIBEM,528838345,22
MAMA BORDEAUX,528847874,21
ALSYOM,528855471,22
ELEE,528858129,21
PARC DE MONTFORT JARDINS MEDICIS,528858798,21
SANTERNE NORD TERTIAIRE,528862733,22
AEROPORT DE STRASBOURG-ENTZHEIM,528862956,21
BLUECARSHARING,528872625,21
G.H.M.,528902042,32
AUTORAMA SUD OUEST,528902117,21
ALTRANS LORRAINE,528902729,22
ALTRANS RHONE ALPES,528903057,21
IPSICOM,528912116,21
FREENESS,528915465,21
SANTERNE NORD TELECOMS,528932510,22
SANTERNE NORD PICARDIE INFRA,528932627,22
COMPAGNIE DE TRANSPORT DE CHARLEVILLE MEZIERES,528943996,22
UNIT IMAGE,528948235,32
SERIGNAN DISTRIBUTION,528949001,22
PURELAB PLASTICS,528955321,21
SOCIETE CONCESSIONNAIRE AEROPORTS DU GRAND OUEST,528963952,22
VALEO SIEMENS EAUTOMOTIVE FRANCE SAS,528970197,31
CALPE,528971823,21
SAS CLINIQUE DU VIRVAL,529007460,21
LINAMAR MONTFAUCON TRANSMISSION,529007684,22
SAFETY FER,529013211,22
ACA,529017865,21
INTERCLOUD,529026486,21
WKW FRANCE,529032435,22
KEY PERFORMANCE CONSULTING,529035701,21
ODIGO,529038978,32
ERYMA SAS,529040677,32
EGIS EXPLOITATION AQUITAINE,529041584,22
VAL PROTECTION 24,529064826,21
IMMO DE FRANCE RHONE ALPES,529066326,21
VOTRE SOLUTION POUBELLES-VSP,529067225,21
ALSOLU,529074486,21
ARTEMIS SECURITY,529075194,41
NTD FRANCE,529075442,21
PRIVATESPORTSHOP,529079667,22
BUILDERS AND PARTNERS,529080186,22
SUDAXE,529082695,21
MARVILA,529100356,21
ROHDE & SCHWARZ CYBERSECURITY,529108615,21
VIOLAINEDIS,529112237,21
MAGELLAN' PROJECT,529127755,21
RADIOPOLE ALLIANCE,529129389,22
POP3P S.A.S.,529130270,21
XPO DISTRIBUTION EUROPE FRANCE,529131153,22
VALLANDIS,529139875,21
T.L.S.,529150278,22
GRITCHEN AFFINITY,529150542,21
KANADA DRIVE,529163107,21
AMBULANCES DAVIN,529168825,21
ENTREPOSE CONTRACTING,529170888,22
SANET HYGIENE SERVICE IMMOBILIER,529175242,21
VIAREN,529184814,21
DISPEO,529192304,32
SOCIETE REGIONALE DES TRANSPORTS SRT,529194425,21
PERSPECTEEV,529196313,21
IMMO DE FRANCE PARIS ILE DE FRANCE,529196412,31
BIO MED 21,529204026,22
MKT PROMOTION,529206344,21
SOFREBA,529206849,21
MICROPOLE NORD OUEST,529210536,22
MICROPOLE LEVALLOIS 5,529212847,22
